Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende
CAT31.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/ca-toulouse31/particulier.html;Caisse Regionale de Credit Agricole Mutuel Toulouse 31;71;3549,97;0,02;-0,02;0,11;4,33
CMO.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/ca-morbihan/particulier.html;Caisse Régionale de Crédit Agricole du Morbihan;71,6;8546,62;0,01;-0,01;0,15;2,8
CROS.PA;Real Estate;Real Estate Services;https://www.crosswood.fr/;Crosswood SA;6,15;9,38;0,66;-3,51;0,8;0
GEA.PA;Industrials;Business Equipment & Supplies;https://www.gea.fr/;Grenobloise d'Electronique et d'Automatismes Société Anonyme;81,5;85,01;0,96;1,26;1,97;1,53
SPEL.PA;Real Estate;Real Estate Services;https://www.foncierevolta.com/;Foncière Volta;7,85;23,49;0,33;-1,12;0,5;6,52
DPT.PA;Consumer Cyclical;Luxury Goods;https://www.st-dupont.com/;S.T.Dupont Société Anonyme;0,0558;0,05;1,12;-2,79;0,04;0
SABE.PA;Consumer Defensive;Packaged Foods;https://www.sabeton.fr/;Saint Jean Groupe Société anonyme;21,2;50,99;0,42;-2,51;0,56;1,12
FINM.PA;Industrials;Conglomerates;https://www.financiere-marjos.com/;Financière Marjos SA;0,065;0;0;-1,62;12,56;0
CHSR.PA;Consumer Cyclical;Footwear & Accessories;https://www.lachausseria.com/;Chausseria;9,5;0;0;0;2,45;0
SACI.PA;Industrials;Business Equipment & Supplies;https://www.fiducial-office-solutions.fr/;Fiducial Office Solutions;28,2;0;0;0;0;0
EFI.PA;Real Estate;Real Estate Services;https://www.eurasiafonciereinvestissements.com/;Eurasia Fonciere Investissements Société Anonyme;0,262;0;0;0;0;0
AUGR.PA;Consumer Cyclical;Packaging & Containers;https://www.augros.fr/;Augros Cosmetic Packaging SA;6,7;0;0;0;0;0
BERR.PA;;;https://finance.yahoo.com/sector/industrials;;0;0;0;0;0;0
BUI.PA;Consumer Cyclical;Apparel Manufacturing;https://www.barbarabui.com/;Barbara Bui SA;7,35;0;0;0;0,11;0
TAYN.PA;Real Estate;Real Estate Services;https://www.tayninh.fr/W/do/centre/accueil.html;Societe de Tayninh SA;1,21;1,89;0,64;0,64;1;2,96
CARP.PA;Real Estate;Real Estate Services;https://www.carpinienne-de-participations.fr/;Carpinienne de Participations;6,3;0;0;0;0;1,97
EDI.PA;Industrials;Business Equipment & Supplies;https://www.media6.com/;Groupe MEDIA 6;13,4;22,43;0,6;-89,33;0,49;2,32
ACAN.PA;Real Estate;REIT - Office;https://www.acanthedeveloppement.fr/;Acanthe Developpement;0,405;0,93;0,44;40,5;0,92;32,9
ITXT.PA;Consumer Cyclical;Apparel Manufacturing;https://intexa.fr/;Intexa SA;2,64;3,88;0,68;0,86;4,53;0
DPAM.PA;Energy;Oil & Gas Refining & Marketing;https://www.dpasa.fr/;Les Docks des Pétroles d'Ambès -SA;530;0;0;0;0,26;7,05
COUR.PA;Real Estate;Real Estate Services;https://www.courtois-sa.com/;Courtois S.A.;122;0;0;0;1,04;2,03
LEBL.PA;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.fonciere7investissement.fr/;Foncière 7 investissement Société Anonyme;0,675;0,4;1,69;1,78;2,19;0
INFE.PA;Industrials;Engineering & Construction;https://www.infe.fr/;Compagnie Industrielle et Financière d'Entreprises SA;61;260,27;0,23;4,44;0,25;2,26
TIPI.PA;Consumer Defensive;Packaged Foods;https://www.tipiak.fr/;Tipiak Société Anonyme;86;0;0;0;0,29;2,56
FPG.PA;Technology;Information Technology Services;https://www.uti-group.fr/;Union Technologies Informatique Group S.A.;0,535;0,56;0,96;-0,58;0,29;0
BSD.PA;Financial Services;Capital Markets;https://www.boursedirect.fr/;Bourse Direct Société Anonyme;5,56;24,19;0,23;-0,24;0,06;1,6
SEC.PA;Industrials;Engineering & Construction;https://www.soditech.eu/;Soditech SA;1,2;2,1;0,57;-2,5;0,49;0
CRAV.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/ca-atlantique-vendee;Crédit Agricole Atlantique Vendée;91,5;25332,72;0;0;0,12;3,73
GJAJ.PA;Consumer Cyclical;Apparel Manufacturing;https://www.jaj.fr/;Groupe JAJ;1,3;7,38;0,18;0,91;0,23;0
ITE.PA;Technology;Software - Infrastructure;https://www.itesoft.com/;Itesoft S.A.;4;3,66;1,09;-6,15;0,37;0
COH.PA;Technology;Software - Application;https://www.chapsvision.fr/crm;Coheris Société Anonyme;6,9;5,32;1,3;86,25;0,42;4,05
PARRO.PA;Technology;Communication Equipment;https://www.parrot.com/;Parrot S.A.;2,02;2,86;0,71;1,79;0,92;0
PROAC.PA;Technology;Software - Application;https://www.proactis.com/uk/hubwoo-investors;Proactis SA;0,0685;0;0;0;0;0
HDP.PA;Consumer Cyclical;Lodging;https://www.leshotelsdeparis.com/;Les Hôtels de Paris SA;2,88;16,26;0,18;-0,14;0,1;0
CBSM.PA;Real Estate;REIT - Diversified;https://www.scbsm.fr/;Société Centrale des Bois et des Scieries de la Manche S.A.;8,5;34,39;0,25;-0,66;0,58;0
CBOT.PA;Real Estate;Real Estate - Diversified;https://www.cboterritoria.com/;CBo Territoria SA;3,77;13,63;0,28;-1,06;0,53;6,45
SFCA.PA;Consumer Cyclical;Resorts & Casinos;https://www.casinos-sfc.com/;Société Française de Casinos Société Anonyme;1,73;2,41;0,72;-2,58;0,73;0
GPE.PA;Industrials;Waste Management;https://www.pizzorno.com/;Groupe Pizzorno Environnement;74,6;86,43;0,86;-4,4;0,38;0
PAR.PA;Real Estate;REIT - Diversified;https://www.paref.com/;Paref SA;52,6;139,91;0,38;-1,22;0,59;5,85
ALTUR.PA;;;https://finance.yahoo.com/sector/industrials;;0;0;0;0;0;0
CRLA.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/ca-languedoc/particulier.html;Caisse Régionale de Crédit Agricole Mutuel du Languedoc Société coopérative;52,5;1772,57;0,03;-0,03;0,14;3,72
SQI.PA;Technology;Information Technology Services;https://www.sqli.com/;SQLI SA;41,8;0;0;0;0;2,14
ATEME.PA;Technology;Communication Equipment;https://www.ateme.com/;ATEME SA;5,88;7,02;0,84;9,05;0,42;0
ARTE.PA;Real Estate;Real Estate Services;https://www.groupe-artea.fr/;Artea SA;11,5;82,88;0,14;-0,27;0,26;0
MAAT.PA;Healthcare;Biotechnology;https://www.maatpharma.com/;MaaT Pharma SA;8,22;3,59;2,29;10,02;1,1;0
AMPLI.PA;Healthcare;Medical Instruments & Supplies;https://www.amplitude-surgical.com/;Amplitude Surgical SA;2,74;2,91;0,94;-1,62;0,4;0
ABEO.PA;Consumer Cyclical;Leisure;https://www.groupe-abeo.fr/;Abéo SA;12,9;24,97;0,52;-1,04;0,36;0
AFME.PA;Healthcare;Medical Devices;https://www.affluentmedical.com/;Affluent Medical SA;1,655;0,23;7,2;-2,81;0,57;0
NR21.PA;Consumer Cyclical;Apparel Retail;https://www.nr21.eu/;NR21 Société Anonyme;47,6;0;0;0;0,99;0
EXPL.PA;Basic Materials;Specialty Chemicals;https://www.epc-groupe.com/;EPC Groupe;140;204,72;0,68;-4,62;0,33;1,15
MRM.PA;Real Estate;REIT - Retail;https://www.mrminvest.com/;MRM Group;18,2;78,37;0,23;-0,51;0,5;8,14
ABLD.PA;Healthcare;Health Information Services;https://www.abldiagnostics.com/;ABL Diagnostics Société anonyme;3,04;0,86;3,53;14,48;0,45;0
FOAF.PA;Financial Services;Financial Conglomerates;https://www.cfoa.eu/;Fin.Ouest Africain;58;0;0;0;0;0
AKOM.PA;Technology;Communication Equipment;https://www.aerkomm.com/;Aerkomm Inc.;2,6;3,96;0,66;-0,9;0,33;0
ALCOI.PA;Basic Materials;Aluminum;https://www.aloxide.com/;Coil S.A./N.V.;4,87;10,8;0,45;-4,13;0,69;0
ALIMG.PA;;;https://finance.yahoo.com/sector/real_estate;;0;0;0;0;0;0
ALINV.PA;Communication Services;Advertising Agencies;https://www.invibes.com/;Invibes Advertising N.V.;5,4;7,3;0,74;1,84;1,01;0
ALLAM.PA;Communication Services;Internet Content & Information;https://www.llama-group.com/;Llama Group SA;0,795;1,06;0,75;-0,7;0,07;0
ALVET.PA;Healthcare;Biotechnology;https://www.thera.vet/en;TheraVet SA;0,676;0,72;0,94;13,52;0,95;0
ALPHS.PA;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
ALHEO.PA;;;https://finance.yahoo.com/sector/technology;;0;0;0;0;0;0
ALPHI.PA;Technology;Software - Application;https://www.facephi.com/;Facephi Biometria, S.A.;1,995;1,33;1,5;-6,88;0,34;0
ALLLN.PA;Communication Services;Telecom Services;https://www.lleida.net/;LleidaNetworks Serveis Telemàtics, S.A.;1,26;0,52;2,42;-2,52;0,19;0
ALQP.PA;Consumer Cyclical;Packaging & Containers;https://www.quadpack.com/;Quadpack Industries, S.A.;14,8;18,14;0,82;-1,92;0,33;0
ALKOM.PA;Basic Materials;Specialty Chemicals;https://www.kompuestos.com/;Plásticos Compuestos, S.A.;0,805;0;0;0;0;0
ALMKS.PA;Communication Services;Advertising Agencies;https://www.makingscience.com/;Making Science Group, S.A.;9,35;9,05;1,03;-1,63;0,08;0
ALISP.PA;Communication Services;Advertising Agencies;https://www.ispd.com/;ISPD Network, S.A.;3,18;3,55;0,9;-3,42;0,1;0
ALLEX.PA;Consumer Cyclical;Leisure;https://www.lexibook.com/;Lexibook - Linguistic Electronic System Société anonyme;3,29;5,56;0,59;2,03;0,35;0
ALGEV.PA;Industrials;Specialty Industrial Machinery;https://www.gevelot-sa.fr/;Gévelot SA;246;0;0;0;1,15;1,32
ALBDM.PA;Communication Services;Telecom Services;https://www.bdmultimedia.fr/;BD Multimedia SA;2,62;1,65;1,59;43,67;0,68;0
ALESK.PA;Technology;Software - Application;https://www.esker.fr/;Esker SA;191,4;20,49;9,34;34,8;0,88;0,36
ALRGR.PA;Basic Materials;Lumber & Wood Production;https://www.rougier.fr/;Rougier S.A.;15,4;76,52;0,2;-0,83;0,15;3,41
ALHF.PA;Technology;Communication Equipment;https://www.hfcompany.com/;HF Company SA;5,72;8,31;0,69;0,78;4,63;6,15
ALLOG.PA;Technology;Computer Hardware;https://logic-instrument.com/;Logic Instrument S.A.;1,16;1,54;0,75;3,22;0,46;0
ALENR.PA;Communication Services;Publishing;https://www.entreprendre.fr/;Entreprendre S.A.;3;0;0;0;0,42;0
ALAVI.PA;Consumer Defensive;Beverages - Wineries & Distilleries;https://www.advini.com/;AdVini S.A.;14,5;90,42;0,16;-0,43;0,2;1,25
ALDEL.PA;Consumer Cyclical;Auto Parts;https://www.delfingen.com/;Delfingen Industry S.A.;38,9;111,2;0,35;-1,49;0,4;2,62
ALCBX.PA;Technology;Computer Hardware;https://www.ciboxcorp.com/;Cibox Inter@ctive;0,0138;0,03;0,46;1,38;0,51;0
ALBOU.PA;Consumer Cyclical;Home Improvement Retail;https://www.bourrelier-group.com/;Bourrelier Group SA;55;87,07;0,63;3,15;0,96;2,57
ALLUX.PA;Basic Materials;Aluminum;https://www.groupe-installux.com/;Installux S.A.;286;0;0;0;0,96;2,23
ALGIR.PA;Industrials;Railroads;https://www.signaux-girod.fr/;Signaux Girod S.A.;20;83,93;0,24;1,04;0,69;6,53
ALDEV.PA;Consumer Cyclical;Apparel Manufacturing;https://www.devernois.com/;Devernois S.A.;10,2;0;0;0;0,47;4,03
ALORA.PA;Industrials;Electrical Equipment & Parts;https://www.altheora.com/;Altheora SA;0,477;2,69;0,18;-0,65;0,36;0
ALPDX.PA;Consumer Cyclical;Leisure;https://www.desjoyaux.com/;Piscines Desjoyaux SA;13,7;20,23;0,68;2,44;1,12;4,12
ALIDS.PA;Industrials;Conglomerates;https://www.idsud.com/;Idsud S.A.;170;0;0;0;0,91;1,74
ALEXA.PA;Basic Materials;Paper & Paper Products;https://www.exacomptaclairefontaine.fr/;Exacompta Clairefontaine S.A.;168;790,32;0,21;1,28;0,58;2,92
ALINN.PA;Technology;Electronics & Computer Distribution;https://corporate.innelec.com/;Innelec Multimédia SA;6,83;36,84;0,19;9,9;0,22;5,07
ALCIS.PA;Industrials;Specialty Business Services;https://www.cis-integratedservices.com/;Catering International & Services Société Anonyme;8,9;24,9;0,36;2,15;0,42;0,86
ALNSC.PA;Industrials;Specialty Industrial Machinery;https://www.nsc-groupe.com/;NSC Groupe SA;50,5;0;0;0;0,44;3,44
ALHOP.PA;Communication Services;Advertising Agencies;https://www.hopscotchgroupe.com/;Hopscotch Global PR Group;20,3;67,14;0,3;-2,49;0,14;5,4
ALSOG.PA;Industrials;Aerospace & Defense;https://www.sogeclair.com/;Sogeclair SA;24,1;44,06;0,55;4,88;0,35;4,48
ALPJT.PA;Industrials;Building Products & Equipment;https://www.poujoulat.com/;Poujoulat SA;15,45;42,44;0,36;-14,58;0,38;1,34
ALHRG.PA;Basic Materials;Building Materials;https://www.groupe-herige.fr/;Herige;32,1;149,45;0,21;-1,29;0,31;5,16
ALDBL.PA;Consumer Cyclical;Restaurants;https://www.bernard-loiseau.com/;Bernard Loiseau S.A.;3,76;6,81;0,55;-0,98;0,24;0
ALGID.PA;Technology;Electronic Components;https://www.egide-group.com/;Egide S.A.;0,658;1,73;0,38;-2,63;0,2;0
ALITL.PA;Technology;Information Technology Services;https://www.itlink.fr/;IT Link SA;32,6;30,62;1,06;4,83;0,54;0
ALNMG.PA;Communication Services;Advertising Agencies;https://www.netmedia.group/;NetMedia Group société anonyme;0,0296;0,05;0,59;-0,99;0,1;0
ALFLE.PA;Consumer Defensive;Packaged Foods;https://www.fleurymichon.fr/;Fleury Michon SA;22,4;133,37;0,17;-0,53;0,32;2,66
ALSAS.PA;Real Estate;Real Estate Services;https://www.stradim.fr/;Stradim Espace Finances SA;6,55;71,01;0,09;0,67;0,16;2,91
ALEMG.PA;Healthcare;Medical Devices;https://www.euromedis.fr/;Euromedis Groupe;4,64;18,26;0,25;0,64;0,89;1,02
ALLDL.PA;Technology;Electronics & Computer Distribution;https://www.groupe-ldlc.com/;Groupe LDLC société anonyme;17,74;35,59;0,5;354,8;0,43;1,99
ALRIB.PA;Technology;Semiconductor Equipment & Materials;https://www.riber.com/;Riber S.A.;2,55;2,11;1,21;5;0,55;2,62
ALATI.PA;Consumer Cyclical;Auto Parts;https://www.actia.com/;ACTIA Group S.A.;4,02;26,5;0,15;-2,14;0,24;2,15
ALAST.PA;Consumer Cyclical;Residential Construction;https://www.ast-groupe.fr/;AST Groupe;0,7;8,02;0,09;-0,36;0,13;5,11
ALMIC.PA;Technology;Information Technology Services;https://www.micropole.com/;Micropole S.A.;1,945;2,72;0,72;-2,95;0,47;0
ALU10.PA;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.u10.fr/;U10 Corp;1,4;7,02;0,2;0,95;0,4;0
ALBON.PA;Financial Services;Asset Management;https://www.compagnielebon.fr/;Compagnie Lebon;98;243,98;0,4;-0,96;0,52;7,28
ALBI.PA;Consumer Cyclical;Packaging & Containers;https://www.groupe-gascogne.com/;Gascogne SA;2,93;21,41;0,14;-0,76;0,4;4,8
ALDAR.PA;Consumer Cyclical;Apparel Retail;https://www.damartex.com/;Damartex;3,29;29,73;0,11;-0,22;0,23;2,39
ALTPC.PA;Industrials;Infrastructure Operations;https://www.tunnelprado.com/;Société Marseillaise du Tunnel Prado Carénage;29,6;23,66;1,25;-10,42;0,78;7,29
ALLAN.PA;Consumer Defensive;Beverages - Wineries & Distilleries;https://www.lanson-bcc.com/;Lanson-BCC;46,9;137,74;0,34;30,65;0,35;1,39
ALKEY.PA;Technology;Information Technology Services;https://www.keyrus.com/;Keyrus S.A.;7,02;15,48;0,45;-0,94;0,14;0
ALVIV.PA;Technology;Software - Application;https://www.visiativ.com/;Visiativ SA;36,5;42,23;0,86;-1,89;0,26;0
ALDUB.PA;Basic Materials;Specialty Chemicals;https://www.encresdubuit.com/;Encres Dubuit;2,68;7,35;0,36;0,83;1;6,17
ALMRB.PA;Consumer Cyclical;Home Improvement Retail;https://mr-bricolage.com/;Mr.Bricolage S.A.;8,76;18,15;0,48;-1,17;0,39;4,29
ALFBA.PA;Consumer Cyclical;Apparel Retail;https://www.fashion-belair.com/;Fashion Bel Air S.A.;0,022;0;0;0;0;0
ALPRI.PA;Communication Services;Advertising Agencies;https://www.prismaflex.com/;Prismaflex International, S.A.;6,7;23,87;0,28;-2,06;0,24;0
ALVDM.PA;Consumer Cyclical;Travel Services;https://www.voyageursdumonde.fr/;Voyageurs du Monde SA;143,8;127,65;1,13;5,5;0,64;1,96
ALGEN.PA;Healthcare;Biotechnology;https://www.genoway.com/;genOway Société anonyme;4,3;3,2;1,34;10,75;0,63;0
ALNSE.PA;Technology;Scientific & Technical Instruments;https://www.nse-groupe.com/;NSE S.A.;24,5;23,51;1,04;3,67;0,53;1,31
ALCLA.PA;Industrials;Integrated Freight & Logistics;https://www.clasquin.com/;Clasquin SA;136;92,3;1,47;-20,3;0,28;2,67
ALHYG.PA;Healthcare;Biotechnology;https://www.hybrigenics.com/;Hybrigenics SA;0,0099;0,05;0,2;0;0,6;0
ALNTG.PA;Technology;Communication Equipment;https://www.netgem.com/;Netgem SA;0,938;0,87;1,08;31,27;0,68;7,73
ALMAS.PA;Consumer Defensive;Household & Personal Products;https://www.mastrad-paris.fr/;Mastrad Société Anonyme;0,0138;0,06;0,23;0;0,56;0
ALHEX.PA;Consumer Cyclical;Residential Construction;https://www.hexaom.fr/;Hexaom S.A.;22,9;81,01;0,28;3,61;0,44;2,85
ALNXT.PA;Communication Services;Advertising Agencies;https://www.nextedia.com/;Nextedia S.A.;0,616;0,79;0,78;-8,8;0,57;0
ALMIN.PA;Communication Services;Telecom Services;https://www.mint.eco/;Mindscape SA;3,62;11,93;0,3;0,67;2,33;0
ALBLD.PA;Communication Services;Advertising Agencies;https://www.bilendi.fr/;Bilendi SA;17;8,65;1,97;-16,19;0,55;0
ALTRO.PA;Technology;Semiconductor Equipment & Materials;https://www.tronics.tdk.com/;Tronic's Microsystems SA;3,66;2,95;1,24;-2,73;0,5;0
ALFRE.PA;Industrials;Staffing & Employment Services;https://www.freelance.com/;Freelance.com SA;3,35;5,85;0,57;-4,35;0,39;0
ALTER.PA;;;https://finance.yahoo.com/sector/consumer_cyclical;;0;0;0;0;0;0
ALI2S.PA;Industrials;Electrical Equipment & Parts;https://www.i2s.fr/;i2S SA;7,2;10,49;0,69;5,07;0,66;0
ALLHB.PA;Consumer Cyclical;Lodging;https://www.leshotelsbaverez-sa.com/;Les Hôtels Baverez S.A.;69;30,16;2,29;15,23;1,25;0,4
ALVIO.PA;Healthcare;Biotechnology;https://valeriotx.com/;Valerio Therapeutics Société anonyme;0,1082;0,1;1,08;-2,16;0,52;0
ALTHE.PA;Healthcare;Medical Devices;https://www.theraclion.com/;Theraclion SA;0,481;0,38;1,27;6,87;0,52;0
ALLIX.PA;Technology;Software - Infrastructure;https://www.wallix.com/;WALLIX GROUP SA;8,47;5,97;1,42;-15,98;0,47;0
ALPRE.PA;Healthcare;Diagnostics & Research;https://www.predilife.com/;Predilife S.A.;7,1;2,36;3,01;-22,9;0,18;0
ALBFR.PA;Technology;Software - Application;https://www.sidetrade.com/;Sidetrade SA;172,5;28,63;6,03;66,6;0,76;2,51
ALMGI.PA;Industrials;Security & Protection Services;https://www.mginternational.fr/;MG International S.A.;6,15;6,84;0,9;1,36;0,88;0
ALPLA.PA;;;https://finance.yahoo.com/sector/industrials;;0;0;0;0;0;0
ALMIL.PA;Communication Services;Advertising Agencies;https://numberly.com/fr;1000mercis;26,2;42,59;0,62;-3,41;0,23;2,22
ALPRO.PA;Technology;Software - Application;https://www.prodware.fr/;Prodware;8,7;34,48;0,25;-0,25;0,15;0,51
ALVIA.PA;Consumer Cyclical;Specialty Retail;https://www.viapresse.com/;Vialife SA;12;0;0;0;0,13;0
ALOBR.PA;;;https://www.groupe-ober.fr/;Ober SA;11,72;24,14;0,49;2,47;0,43;0
ALUPG.PA;Consumer Cyclical;Specialty Retail;https://www.upergy.com/;UPERGY Société Anonyme;1,96;5,85;0,34;1,22;0,49;5,54
ALAQU.PA;Industrials;Security & Protection Services;https://www.reseau-aquila.fr/;Aquila SA;4,2;6,1;0,69;2,46;0,44;7,55
ALMDG.PA;Technology;Computer Hardware;https://www.mgi-fr.com/;MGI Digital Technology Société Anonyme;22,5;19,34;1,16;2,56;1,09;0
ALPRG.PA;Technology;Software - Application;https://www.prologue.fr/;Prologue S.A.;0,23;0,54;0,43;-2,56;0,26;0
ALTTI.PA;Technology;Software - Application;https://www.ttinteractive.com/;Travel Technology Interactive;2,34;0,62;3,77;8,36;1,33;0
ALHIT.PA;Technology;Information Technology Services;https://www.hitechpros.com/;HITECHPROS Société anonyme;17;8,43;2,02;5,92;0,83;7,28
ALNOV.PA;Healthcare;Medical Devices;https://www.novacyt.com/;Novacyt S.A.;0,721;1,74;0,41;0,53;2,13;0
ALTRI.PA;Industrials;Business Equipment & Supplies;https://www.trilogiq.com/;Trilogiq S.A.;5,8;11,58;0,5;0,71;1,97;0
ALDLS.PA;Industrials;Staffing & Employment Services;https://www.groupedlsi.com/;DLSI;15,2;32,5;0,47;2,09;0,69;2,85
ALENT.PA;Communication Services;Internet Content & Information;https://www.entreparticuliers.com/;Entreparticuliers.com;0,602;0,23;2,62;-10,03;0,84;9,6
ALCLS.PA;Healthcare;Biotechnology;https://www.cellectis.com/;Cellectis S.A.;2,645;4,64;0,57;-11,5;0,65;0
ALDNX.PA;Communication Services;Internet Content & Information;https://www.dnxcorp.com/;DNXCorp SE;21,7;5,25;4,13;135,62;0,73;10,83
ALEO2.PA;Basic Materials;Lumber & Wood Production;https://www.eo2.fr/;Eo2 Société Anonyme;5,14;0;0;0;0;0
ALATA.PA;Communication Services;Electronic Gaming & Multimedia;https://www.atari.com/;Atari SA;0,1255;0,06;2,09;-1,79;0,23;0
ALFPC.PA;Consumer Cyclical;Recreational Vehicles;https://www.fountaine-pajot.com/;S.A. Fountaine Pajot;132;152,54;0,87;43,71;0,52;1,79
ALECP.PA;Communication Services;Entertainment;https://www.europacorp.com/;EuropaCorp;0,383;0,63;0,61;-1,09;0,02;0
